"indore" "kimberley" "albuquerque" "valencia" "viena" "abashiri" "tampa" "sao_paulo" "lahore" "punta_arenas" "helsinki"
-304.95 -15.5 -68.84 -53.96 -28.86 -12.13 -11.04 -11.31 -292.85 4.96 -19.04
92.39 -14.27 -89.56 -78.32 -18.69 34.93 -92.9 6.9 -287.52 -6.9 -59.52
-28.36 -11.64 -94.71 -101.83 45.09 -43.01 -98.31 -34.81 -274.02 -6.23 67.26
70.61 -40.52 -61.79 -109.53 -21.59 -39.26 43.7 18.75 -61.88 -19.12 -44.23
153.05 -66.56 -61.39 -99.09 -33.67 10.13 -60.3 31.45 -194.8 -26.64 29.84
-127.01 -63.64 -30.69 21.22 49.59 5.76 -91.85 0.49 -147.9 -2.14 81.25
-59.36 -119.54 -16.71 -37.13 78.51 37.42 -12.28 25.98 -44.25 -72.87 65.48
-41.98 -49.43 0.41 89.51 23.58 66 -9.84 20.92 -18.66 -61.89 69.3
-36.88 -66.59 4.5 -19.79 17 78 -11.81 50.54 -9.79 -51.09 48.1
-59.2 -70.6 -3.61 -0.25 23.77 19 63.63 55.4 -7.53 -55.95 36.6
-116.61 -82.61 -24.74 46.47 63.01 18 -27.32 176.08 -67.48 -56.06 29
-257.29 -51.6 -19.18 0.1 -17.61 14.77 -27.46 2.83 -156.43 -31.75 2.16
-240.87 7.61 -58.88 32.15 -27.56 23.18 -8.14 -8.76 -212.46 -5.02 -37.25
-87.72 -32.79 -103.34 -67.76 44.85 -17.54 -89.98 15.17 -271.33 -3.19 -45.09
286.93 -25.94 -93.5 -108.52 -61.01 54.8 32.51 -26.85 -125.14 -1.54 -47.4
64.02 -38.58 -82.42 -114.59 -33.17 -19.86 28.62 -63.79 -144.86 9.07 15.07
36.58 -84.87 -41.39 -61.92 -1.28 71.48 111.24 -16.76 -165.57 -0.05 20.31
-87.32 -66.89 -11.22 288.75 -16.31 59.68 -5.9 58.23 -94.59 -40.66 24.82
-63.56 -102.61 -3.22 108.25 46.43 32.75 -28.47 12.11 -54.65 -16.8 29.2
-34.94 -43.21 34.64 112.54 13.49 42 -53.18 45.77 -20.96 -32.4 38.8
-43.69 -48.71 -2.21 -4.62 31 84 -46.94 48.27 -0.41 -58.39 8.1
-42.6 -59.29 -12.01 -24.03 43.39 37 77.32 60.69 -0.62 -59.43 21.3
-146.33 -2.84 -37.99 12.57 4.42 97 16.68 8.77 -44.38 -56.13 16.1
-197.38 -51.67 -48.77 -40.05 50.65 22.24 -74.71 -33.6 -126.29 -28.91 44.39
-289.79 -41.19 -65.83 -25.88 77.84 0.22 -70.94 -33.27 -282.71 -11.84 -15.46
-189.12 -32.37 -89.96 -46.91 -50.08 27.58 -20.11 -82.9 -357.83 -8.9 -31.24
-53.09 -34.17 -97.04 -99.81 36.14 -30.62 7.75 8.71 -187.64 21.03 3.38
233.7 -44.92 -30.91 -67.53 -4.22 -60.53 85.61 16.82 -122.88 -5.85 124.25
-92.51 -80.61 -58.77 27.9 -19.45 45.82 -123.92 28.56 -108.31 -21.45 -21.85
-136.57 -104.62 27.35 56.36 4.76 30.11 -31.33 105.41 -101.56 -15.5 6.48
-73.53 -130.8 6.51 93.19 12.27 72.86 22.79 58.75 -44.92 -76.04 55.61
-50.46 -157.28 5.14 -4.35 -1.14 54 2.23 -66.69 -11.42 -45.28 26.64
-42.28 -146.6 20.62 -25.65 40.42 39 55.37 123.72 4.48 -52.55 16.8
-71.64 -74.75 3.36 -25.05 28.9 25 38.64 30.75 -17.25 -62.4 23.7
-130.48 -94.18 35.09 15.55 26.24 30 29.48 10.53 -21.66 -56.91 23.94
-281.55 32.03 -8.42 -9.5 98.97 34 -11.06 -47.45 -187.1 -13.77 46.24
-341.36 -42.31 -49.74 -53.01 -42.58 89.13 -116.01 -20.03 -267.32 -26.18 -7.39
-213.19 -41.22 -68.62 33.11 32.35 -34.37 -55.02 -53.91 -346.72 44.92 -32.7
645.38 -37.01 -76.16 -80.97 -47.39 11.38 -51.78 12.91 137.34 25.3 -63.51
374.15 -33.01 -90.27 -107.87 -37.19 134.39 78.03 -47.79 -4.64 -5.14 -33.74
343.51 -46.05 -53.13 -82.24 -5.17 17.05 66.41 -5.11 -177.56 -33.62 73.53
-40.35 -93.16 -39 -48.22 1.26 84.85 -87.7 49.27 -133.53 -42.61 55.49
-68.18 -13.55 -17.27 -43.73 28.7 50.41 -9.99 128.17 -47.96 -49.15 38.2
-39.95 -68.34 -2.05 42.29 31.14 15 106.28 103.24 39.24 -76.88 32
-38.69 22.93 19.9 -32.47 69.16 120 -78.36 145.53 -6.18 -60.59 34
-56.09 -40.25 -4.93 19.81 -0.03 22 -14.93 16.77 -22.26 -79.08 37.05
-160.6 29.76 -16.7 91.81 -19.34 13 -21.95 151.06 -77.63 -53.34 17.86
-244.23 -9.37 -44.35 51.55 -27.85 61.77 -71.97 -30.05 -192.76 -24.75 -6.33
-267.55 3.22 -85.29 -44.81 -4.65 5.95 -103.31 -66.06 -253.97 -7.67 3.61
-202.13 -29.42 -95.96 -64.84 23.63 34.81 203.19 61.26 -213.19 -24.39 -18.66
3.87 -34.82 -55.41 -71.31 -18.02 -52.97 -68.28 -68.32 -55.06 -9.15 -0.06
335.59 6.5 -80.17 -79.21 -64.87 112.12 -51.37 -71.94 -192.54 7.88 13.19
-52.49 -66.98 -37.03 -72.01 -45.68 49.24 -68.39 -34.51 -234.16 -38.79 70.62
3.23 -77.51 -2.79 -28.64 85.36 19.02 -87.84 95.61 -121.99 -40.63 131.91
-58.13 -36.53 -10.36 -43.57 30.27 70.26 -62.45 28.35 -40.24 -58.45 72.91
-39.54 -113.52 11.85 -30.86 75.88 40 30.94 77.35 -0.29 -58.27 113.91
-31.44 -87.68 6.22 -30.16 19.3 66 -29.87 41.08 16.99 -67.9 37.65
-55.33 19.64 17.32 1.52 -2.5 41 -19.84 205.94 -1.07 -60.29 10.2
-106.96 46.33 4.02 100.33 25.97 70 -36.91 -92.84 -14.39 -69.04 23.74
-237.49 -47.87 -28.32 -27.48 11.22 64.49 -77.57 -65.22 -150.27 -17.79 40.75
-291.53 -25.25 -44.38 18.54 9.41 135.82 -106.18 -39.71 -284.38 -30.49 -10.71
-63.62 -26.41 -101.68 -60.38 88.67 51.96 53.14 -62.85 -202.92 18.98 -43.29
168.35 -22.47 -79.55 -111.85 42 72.8 -4.71 21.25 -13.23 -8.37 6.56
248.27 -43.99 -77.51 -93.87 -24.77 -12.04 -71.05 -93.03 -111.5 2.64 -19.49
-16.06 -82.08 -36.23 -44.34 -57.15 24.36 123.71 -44.95 -65.11 -35.24 -6.13
-20.58 -54.89 -48.09 29.3 15.4 33.53 -3.57 48.69 -148.75 -57.85 -0.98
-56.4 -38.68 -8.47 0.47 16.91 59.25 -62.73 119.19 -43.41 -36.99 28.72
-42.69 33.22 2.39 126.18 30.45 51 -12.62 104.31 -19.93 -43.17 39.5
-45.73 -1.85 -2.22 -23.29 90.04 59 -14.01 138.5 8.27 -50.68 22.6
-68.82 22.71 -6.74 -10.22 16.51 41 -32.62 285.04 3.75 -68.77 11.3
-134.14 7.39 -16.4 -34.59 -2.17 28 -38.29 12.99 -19.89 -44.12 30.1
-216.92 -2.45 -35.31 12.5 -2.39 56.82 -33.5 73.9 -127.68 -1.11 7.39
-286.28 -18.01 -46.05 8.1 36.58 -21.08 90.72 101.31 -210.83 -16.53 -21.58
80.31 -11.01 -87.92 -34.16 -19.62 34.65 45.62 7.37 -201.78 -3.41 -15.25
19.93 -18.03 -83.17 -93.22 -49.13 -39.21 -44.43 95.2 8.59 -14.41 -15.9
225.1 -38.74 -90.66 -80.21 -21.43 -14.83 17.55 74.77 312.02 2.68 -19.57
21.64 -68.69 -72.6 -59.67 26.76 19.72 12.63 7.56 -87.89 -15.64 20.75
-138.7 -38.81 -38.18 -31.96 9.39 90.04 -50.19 -4.71 -126.05 -0.43 15.55
-1.44 -97.7 -6.01 -30.48 45.41 63.55 -3.33 86.01 -40.51 -2.64 32.79
-59.37 -62.97 3.02 80.38 30.39 36 19.58 152.52 -19.14 -1.72 49.1
-40.56 -83.72 22.33 61.91 54.46 58 57.1 165.42 17 -33.04 31.3
-66.7 -59.72 -8.83 -36.87 47.16 54 34.49 8.52 -31.7 -33.78 34
-165.52 -28.93 -0.67 -30.25 27.78 20 -63.73 26.39 -69.6 -39.84 24.3
-218.2 -69.23 -21.03 -13.31 17.39 32.16 -63.59 -1.27 -120.28 -34.5 87.91
-259.56 -24.55 -69.04 26.3 -36.92 41.2 -100.14 -39.67 -168.52 -9.23 -21.83
-105.87 -18.63 -110.3 -47.4 -34.7 -27.35 -111.73 -36.69 -228.81 7.78 -20.2
106.02 -25.15 -105.59 -66.06 12.07 21.89 -36.44 -84.48 -54.1 16.32 96.23
174.24 -25.71 -60.3 -86.89 26.82 10.98 -20.67 -61.23 -185.82 -4.21 -31.14
134.56 -29.07 -69.29 -11.94 -9.16 13.9 -57.25 13.36 -167.5 -13.88 29.55
-148.27 -68.96 -35.67 -5.84 -28.28 -22.78 -81.32 -31.15 -148.45 -33.5 63.13
-34.34 -90.36 -12.58 5.68 -3.38 75.09 -17.05 51.82 -76.66 -60.85 116.67
-49.66 -137.98 -8.57 30.29 21.42 69 56.52 122.79 -17.42 -61.95 27.8
-39.23 -83.37 27.09 -11.9 20.21 63 51.18 33.95 -3.57 -53.13 14.7
-56.78 -127.21 15.79 -27.95 28.39 24 114.76 54.87 -11.93 -82.78 6.9
-109.3 -79.2 -18.21 -31.94 13.49 63 12.38 124.54 123.25 -48.99 42.8
-219.78 6.64 -50.59 2.65 -2.68 21.86 -67.11 -87.89 -146.96 -17.32 9.35
-322.23 -41.31 -42.35 -32.04 48.12 46.67 -8.4 53.92 -361.97 17.51 -44
-97.42 -14.23 -84.72 -75.76 -21.31 23.17 -116.22 6.64 -340.02 -19.45 -18.63
135.06 -39.35 -129.32 -95.08 -35.26 -37.69 -24.25 -4.03 67.59 39.3 -2.87
392.89 -35.19 -48.24 -107.36 -43.7 57.01 -19.6 -52.41 -166.7 -12.68 60.89
-102.64 -44.42 -72.95 -101.43 -14.29 28.35 -79.97 -33.73 -109.11 -9.57 48.5
-120.04 -54.25 -28.34 -61.91 -19.56 23.96 -21.83 -23.4 -142.34 -53.08 -2.84
-70.16 -135.02 -0.31 5.89 21.31 48.04 -87.54 324.59 -51.85 -52.08 29.3
8.38 -127.39 15.91 -24.24 13.87 39 20.84 144.56 -24 -79.07 7.8
-24.14 -92.73 25.21 57.7 40 36 117.91 53.37 -2.82 -78.05 37.7
-44.98 -79.39 2.53 -33 49.15 57 40.72 12.85 29.43 -70.95 18.7
-106.57 -81.6 -24.17 -31.84 87.89 141 6.55 -39.42 21.89 -63.31 28.6
-231.55 -65.34 -43.33 -23.15 40.02 32.55 -88.74 -1.84 -149.92 -49.14 18.27
-273.04 -40.73 -7.02 -12.54 -50.05 32.57 332.89 18.36 -200.87 20.11 -17.24
-82.67 -29.33 -76.93 -83.89 80.57 -7.65 -101.07 -61.06 -304.18 -22.14 -21.65
-8.97 -2.82 -110.9 -96.43 -4.71 -14.18 -31.14 -13.95 -123.93 4.91 48.39
291.58 1.07 -78.86 -111.96 -37.67 -72.93 157.57 116.42 -172.23 5.64 -6.26
-162.88 -65.14 -89.37 -48.89 -26.65 76.85 191.81 51.96 -122.06 8.14 24.76
-132 -33.43 -56.38 -22.1 -17.4 146.15 -106.11 -15.71 -127.05 -50.56 -6.8
-27.94 -79.13 10.2 -40.8 87.51 113.16 -49.77 80.41 -51.96 -41.03 88.92
-47.21 -150.87 14.35 -35.61 26.21 45.08 -6.21 -2 -24.1 -62.15 35.6
-50.73 -137.64 10.41 74.38 25 77 2.27 35.16 6.06 -51.46 19.5
-69.44 9.99 -4.26 98.62 27.24 17 26.53 108.36 -23.03 -38.61 6.5
-134.48 -43.86 -7.47 -29.33 22.62 81 10.36 -6.37 -25.23 -17.93 15
-264.84 -70.96 -21.78 7.14 98.24 35.69 32.57 15.38 -179.02 -46.76 0.47
-326.77 -49.18 -48.04 -17.24 -29.15 -16.16 -24.63 -90.78 -329.97 0.41 31.11
239.24 -28.91 -117.56 -58.09 -16.78 84.54 -65.09 10.35 -241.02 -16.78 -46.5
164.23 -32.1 -138.1 -92.73 0.7 -59.21 -40.01 -59.72 189.76 2.67 -22.74
204.58 -30.65 -52.28 -112.14 -36.29 7.73 20 29.41 89.03 6.64 41.69
-119.1 4.28 -44.83 -102.45 -17.6 -31.8 -55.86 -11.83 -137.94 -28.98 16.32
-153.15 -111.51 -40.83 -64.42 36.65 14.49 -69.58 -30.72 -119.57 -48.44 106.32
-94.16 -2.44 -10 25.1 61.6 -9.92 8.61 51.26 -47.2 -50.36 70.1
-22.02 -110.65 6.76 -22.13 62.59 87.13 -17.66 160.34 -10.73 -66.92 86.3
-31.08 -89.24 -6.77 -18.75 21.5 56 -0.34 84.18 106.29 -68.69 40.9
-75.29 -36.16 0.43 -10.05 10.68 27 95.99 87.19 -1.56 -60.6 12.3
-123.88 -24.73 -2.83 -42.03 -12.27 43 -1.08 28.52 11.68 -37.38 43.6
-234.14 -65.88 -48.24 97.93 -16.17 60.24 -91.62 -48.33 -150.68 -45.99 -4.38
-291.63 -44.46 -59.63 -56.68 -15.93 127.19 -69.14 -55.42 -275.72 31.57 -15.46
-158.09 -23.48 -108.4 -76.98 -27.03 16.36 77.42 0.65 -336.03 -6.91 65.61
113.89 -31.12 -101.39 -97.71 6.63 34.1 -128.53 -2.4 251.65 64.85 8.76
348.91 7.41 -72.55 -90.15 -41.05 26.72 33.56 -60.34 -150.02 -3.81 38.85
-8.48 -52.79 -79.78 -87.58 37.91 25.65 12.81 -84.2 -228 -34.83 -2.01
-98.77 -52.88 -10.35 -59.72 3.62 21.99 -83.62 113.26 -102.03 -65.18 104.91
-13.41 -82.95 -15.34 -50.85 35.96 30.32 -39.97 51.85 -19.28 -64.65 104.77
-45.15 12.54 -12.1 -38.94 67 47 58.98 6.79 -19.1 -66.63 76.8
-15.32 -137.61 2.69 -9.01 57 46 13 113.05 6.58 -46.84 35.9
-43.6 -110.7 -5.23 6.53 13.31 8 -14.45 247.04 17.86 -80.66 9.4
-102.96 -66 -4.66 86.67 -1.58 39 8.33 39.92 75.45 -57.43 26.5
-195.77 9.61 -46.39 109.62 -13.04 55.38 -38.87 -50.92 -101.37 -48.74 45.6
-237.42 -52.18 -54.85 -38.87 2.14 -1.98 44.05 -26.78 -119.28 -29.66 -11.63
-189.47 -4.14 -106.91 -72.44 -16 -12.32 50.92 77.95 -269.44 -6.63 8.34
77.65 10.4 -92.37 -125.25 -10.73 12.56 98.98 -31.64 -254.49 16.7 -36.27
22.05 -45.47 -91.14 -18.72 -60.48 -24.76 15.46 -11.18 -20.87 -19.21 28.96
4.78 -87.99 -55.67 -46.57 -41.16 -1.61 123.35 -81.09 -234.68 -7.52 -12.28
-33.6 -53.79 -37.68 72.91 16.95 -13.91 -49.63 103.71 -140.05 -5.86 19.41
-17.44 -105.55 -1.49 -25 -12.74 74.93 -60.68 51.1 -28.86 -47.6 112.53
-61.58 -140.34 16.27 -33.46 40.43 32 -33.09 162.85 4.82 -59.81 79.32
-40.64 -183.72 23.55 -27.5 38.31 34 0.88 110.43 44.88 -60.65 75.01
-48.63 -145.35 7.04 -7.38 46.86 25 150.6 142.58 16.02 -57.13 3.7
-115.37 -111.15 -9.34 -36.8 -17.48 29 146.15 64.54 22.53 -60.03 29
-171.5 -98.99 -31.82 -48.75 21.26 -27.78 -0.42 91.74 50.63 2.64 -5.18
-297.64 -24.53 -60.05 -69.52 6.92 9.78 -18.68 97.56 -95.98 24.54 -10.65
-127.65 -15.76 -73.28 -80.59 35.9 34.08 25.7 148.05 -272.9 -8.92 -0.7
171.75 -22.85 -117.01 -108.74 -89.14 16.98 -5.92 -36.92 -107.61 -32.51 -51.84
148.47 -43.02 -119.82 0.03 -53.37 36.71 58.05 -52.65 38.49 7.62 -14.64
44.3 -70.86 -80.91 -106.38 -10.11 39.76 25.22 177.32 -195.55 -44.82 46.69
-14.84 -95.03 -23.48 -61.91 -13.53 15.88 -70.77 52.31 -89.39 -34.72 71.81
-89.54 -57.59 -9.84 90.09 5.73 28.06 0.91 38.35 -49.52 -52.73 40.4
-40.77 -132.11 4.27 -24.75 12.31 28 85.19 18.88 -20.15 -75.69 77.6
-36.16 -172.92 5.02 -20.21 21.12 48 12.21 111.6 -10.72 -25.32 101.8
-39.09 -110.29 -11.61 46.71 52.02 24 40.34 -17.22 52.15 -57.92 39
-144.87 -68.84 -8.81 2.76 28.71 49 -25.04 39.3 -68.97 -67.74 41.1
-247.34 -67.13 -26.46 -22.27 18.12 4.23 -46.24 0.53 -137.55 -34.46 -7.13
-325.9 -12.38 -87.66 15.87 3.16 6.9 -51.7 10.63 -350.71 6.05 -20.62
-182.44 -30.41 -92.57 -67.16 -28.79 -29.48 -69.7 -81.7 -372.16 -4.11 2.33
50.36 -31.96 -96.72 -106.29 0.25 -8.36 20.1 -50.22 -32.22 9.35 45.33
531.93 -47.71 -44.28 -99.2 -29.85 18.53 -25.41 43.59 2.74 2.71 -25.68
-104.27 -84.33 -58.7 -80.68 11.93 -21.8 -40.57 86.33 -83.89 -13.43 65.67
35.74 -54.25 41.21 -52.45 5.2 20.91 -107.81 -75.47 -120.11 -17.63 109.1
-69.3 -91.94 -2.21 77.15 14.77 2.59 -35.31 29.41 -55.02 -69.53 30.16
-48.24 -118.7 29.42 -25.06 29.98 36 -62.64 29.39 3.66 -92.09 65.6
-45.61 -117.61 9.36 3.37 40 76 29.16 77.41 -15.09 -77.27 19.9
-60.98 -33.5 4.9 -21.79 25 75 4.25 147.46 -32.57 -77.94 21.4
-166.75 -59.94 -8.38 -25.93 33.66 17 -29.95 39.1 -77.21 -13.62 43.7
-205.12 -78.75 -8.62 -43.23 -23.84 2.07 -69.17 -82.86 -131.92 -22.84 27.43
-324.51 -49.8 -43.42 -11.14 9.9 -8.62 -140.54 27.78 -288.98 24.22 18.92
-211.92 -34.83 -93.39 -88.19 3.46 -25.04 -18.6 -46.52 -282.41 12.56 -0.17
21.87 -29.92 -89.02 -121.85 -44.43 73.02 -5.4 -61.29 -19.51 -14.35 18.67
322.43 -62.88 -104.05 -92.35 51.96 -17.82 42.93 -62.57 -99.69 -21.78 14.7
-47.26 -81 -38.84 -66.48 -33.27 59.44 75.69 30.73 -144.79 -19.59 17.94
128.97 -61.57 2.51 -37.22 -20.71 78.52 -20.57 -86.64 -85.05 -44.16 1.29
-75.15 -124.36 -16.76 3.7 96.85 62.52 -75.52 -27.92 -60.95 -40.62 99.63
-60.13 -32.06 -3.68 -19.16 51.29 92 -3.07 56.73 -8.72 -67.28 79.9
-48.09 -91.78 -8.3 -27.24 38.36 62 27.3 109.12 -9.68 -79.49 63.3
-61.38 -68.2 8.81 -8.08 44 20 -15.99 134.25 16.72 -66.63 7.1
-136.44 -84.71 -30.02 -34 0.27 60 53.11 105.12 -39.13 -19.55 28.17
-237.58 -90.32 -40.67 -9.41 -29.93 22.44 -50.77 -31.12 -133.64 -20.37 -14.21
-296.11 -65.32 -42.56 -60 -15.95 36.96 -66.51 -12.82 -197.51 42.45 -7.06
-159.43 -24.2 -36.4 -85.15 -16.9 -29.2 -36.69 -69.58 -264.77 12.28 -37.54
236.85 -30.01 -70.65 -65.8 -43.57 -33.31 -18.56 -37.31 -16.2 -10.89 31.47
276.15 -33.03 -56.42 -89.55 61.63 -37.08 -33.3 15.83 -121.59 -36.59 122.88
-78.24 -58.68 -66.76 -45.26 -23.07 50.77 -72.06 -46.19 -152.72 -40.47 45.85
-112.11 -76.33 -5.05 222 -6.55 32.07 34.07 -52.92 -122.76 -52.61 55.88
-90.27 -100.95 17.55 9.04 26.7 9.25 -85.84 77.28 -63.15 -21.93 116.04
-42.72 -161.07 5.12 -30.05 51.59 70 -11.79 263.53 -8.81 -61.03 45.5
-39.91 -147.07 15.34 75.97 82 75 51.16 302.26 10.49 -58.31 14.4
-71.77 -100.12 5.48 34.33 69.42 18 -8.35 46.32 10.18 -59.95 36.9
-135.37 -93.46 -17.27 -36.9 47.69 35 244.63 58.56 -28.47 -65.02 27.6
-238.07 -50.47 -19.77 -48.77 -26.19 -2.64 -50.59 -26.46 -160.87 -34.36 -14.28
-256.39 -64.58 -53.3 -47.39 55.43 -13.93 -58.07 160.59 -49.69 -32.88 9.8
-135.56 -28.55 -99.84 -89.74 46.9 -22.97 -87.85 131.35 -280.4 -12.08 27.27
-6.74 -14.96 -97.77 -70.12 -4.05 65.05 -23.48 -78.47 -203.7 45.57 -8.04
229.42 -38.93 -33.48 -117.87 -27.56 -5.38 33.3 -54.1 -240.56 18.06 14.83
-151.61 11.35 -82.64 -75.35 -33.68 -33.31 -41.54 -21.14 -277.22 -29.96 102.75
-88.67 -88.26 -51.24 -34.6 -13.22 20.95 -49.29 -13 -120.17 -41.05 -0.57
-72.52 -97.23 -10.25 64.69 9.93 68.77 37.48 18.12 -60.33 -53.13 49.9
-25.14 -110.52 4.06 16.64 51.49 67 -38.27 19.76 -23.33 -83.77 36
-60.52 -188.1 -0.33 16.34 7.48 39 39.22 142.31 -14.36 -76.36 51.5
-87.95 197.58 -16.97 -27.9 48.49 19 4.05 165.3 -17.68 -87.44 59.4
-125 -23.36 -4 -48.3 47.45 57 46.6 66.95 15.6 -47.53 52.8
-249.51 44.83 -9.16 9.38 -11.47 8.69 -35.78 -19.45 -199.39 -29.23 13.21
-347.86 -47.18 -57.6 -42.25 -21.34 -0.29 -79.92 125.97 -357.86 -42.92 -46.95
-117.97 -16.52 -76.81 -30.54 -32.94 -24.72 -26.06 -5.02 -302.91 18.76 -22.49
159.76 -28.66 -65 -115.78 -34.13 2.33 -87.89 -46.09 -15.08 -9.5 -14.05
175.47 -49.53 -27.06 -119.1 -17.88 9.34 105.69 -54.74 -5.93 -9.99 45.51
10.92 -22.14 -13.08 -19.91 28.64 -30.01 176.75 -67.18 -108.19 -42.79 53.09
-7.23 -20.66 -55 -56.18 -29.1 14.87 -98.96 79.38 -98.07 -3.47 62.24
-61.71 -70.2 -16.16 32.22 41.54 68.49 67.12 -22.22 -60.53 -61.29 8.6
-49.56 -66.08 -2.56 -30.51 53.1 54.86 -4.99 165.87 20.56 -56.72 65.1
-36.41 -74.35 9.48 -0.72 8.44 46 -25.12 221.54 35.17 -24.01 31.75
-69.07 -57.65 -6.16 59.07 7.62 13 -43.83 192.46 -15.45 -59.43 75.07
-103.36 -101.27 -27.39 13.41 -10.07 120.66 -32.87 58.61 -35.72 -62.13 65.13
-213.48 -8.5 -63.7 -11.35 46.67 67.67 -73.05 -19.65 -135.23 -7.68 11.95
-314.65 -38.1 -88.06 -32.59 30.29 39.15 -130.79 -48.86 -269.14 -37.29 -12.71
8.45 -23.27 -112.31 -80.79 14.98 32.82 17 -25.74 -325.08 20.39 -44.49
-96.35 -27.02 -86.25 -118.86 -34.22 -17.63 45.26 76.16 -18.23 -21.65 15.17
72.46 -53.83 -95.88 -116.18 65.63 90.43 24.37 -56.9 -98.2 -15.68 32.88
39.64 -61.89 -82.58 167.6 -5.3 -4.73 -16.08 -0.79 -177.05 -11.69 -23.95
-137.63 -101.12 -25.3 -46.58 -17.17 -8.95 -65.82 -15.81 -138.77 -49.01 22.98
-99.26 -103.16 -24.14 138.76 9.05 73.76 -21.48 -21.39 -50.73 -35.26 39.71
-49.46 -126.83 2.48 161.39 -4.75 59 95.42 18.56 -22.53 -46.6 52.6
-66.09 -133.83 1 60.69 -2.85 81 -46.07 135.06 -19.54 -52.89 92.9
-55.99 -64.01 2.67 -49.69 46.7 26 40.43 14.25 91.87 -84.13 99.67
-111.16 -46.34 -19.02 -31.9 -2.86 110.59 -34.56 88.57 43.71 -33.12 31.46
-234.25 -4.39 -9 -12.85 52.53 49.29 -55.36 -53.21 -129.15 -6.4 -14.59
-231.11 -49.12 -60.19 -27.13 -21.79 17.33 -110.26 -18.15 -283.82 43.85 -12.72
-100.72 -9.68 -119.2 -94.5 -4.11 -12.72 -43.89 -32.53 -329.71 -2.85 -35.94
140.59 -26.02 -57.77 -111.21 -26.34 -27.28 80.78 62.77 -75.62 6.99 49.23
352.29 -40.23 -60.19 -130.91 -71.57 46.33 -102.32 -18.3 49.1 57.66 -28.31
61.62 -83.63 -71.7 -82.59 15.26 91.34 -112.97 44.6 -40.57 -7.25 40.34
-113.83 -106.13 -50.66 59.06 -3.64 -17.29 -64.55 3.12 -121.91 -43.83 52.43
-84.93 -125.88 0.85 -19.01 27.47 30.75 -63.71 -62.61 -59.12 -1.75 55.2
-33.26 -116.01 13.29 7.35 37.1 42.7 -58.65 1.46 17.86 -33.92 52.66
-38.79 40.36 9.44 75.24 -1.78 37 -1.8 145.34 -16.13 -62.43 84
-76.28 -82.2 -18.43 39.16 17 52 -41.41 234.52 14.22 -45.15 17
-137.1 41.23 -19.46 37.17 0.49 28 49.04 330.04 -41.94 21.25 24.16
-219.35 -91.03 -48.02 -8.56 -7.16 26.58 -85.76 70.34 -58.83 -16.16 0.94
-318.98 -57.55 -48.17 -32.96 132.65 -17.49 13.08 -56.2 -226.58 -20.37 -7.47
-44.17 -1.95 -87.96 -70.67 -21.55 8.47 -65.95 -1.85 -218.35 3.5 15.66
205.99 -27.92 -50.9 -107.94 -9.39 -6.34 80.15 -43.24 -281.4 -8.63 -54.25
1.33 -37.8 -81.08 -97.36 -23.58 -47.94 6.6 -47.35 -92.04 -6.84 19.38
-121.26 -60.11 -50.33 -51.33 -52.07 5.65 -81.57 -15.5 -196.08 16.78 13.39
-131.73 65.86 -51.48 40.68 -5.58 55.39 -94.3 55.21 -117.87 -38.47 21.45
-85.27 -87.73 31.04 -23.02 55.44 3.66 -26.68 -72.45 -57.17 -33.24 90.84
-51.79 -113.58 30.45 113.83 73.26 66 -36.07 90.44 -25.78 29.2 46.68
-50.92 -180.32 12.79 -10.75 20.44 37 1.71 74.8 58.08 -61.97 49.49
-67.5 -160.81 -10.91 33.81 31.53 21 43.7 144.32 8.66 -62.66 49
-140.24 -78.21 -14.02 -34.54 72.48 19.94 -29.89 138 -49.2 18.37 51.92
-230 -72.6 -54.16 -50.53 -6.36 12.61 -21.95 -52.98 -130.1 -40.11 40.52
-278.73 -54.19 -28.91 -26.87 -44.94 8.57 -103.89 -29.86 -211.41 -15.47 -33.23
-194.63 -25.3 -84.12 52.75 -3.71 -13.42 10.2 -74.19 -320.14 6.78 -38.76
-64.86 -31.02 -64.95 -106.18 -39.65 -4.77 -114.95 -29.58 -160.66 -5.56 -27.68
79.43 -35.04 -56.16 -127.95 -82.03 94.26 36.81 -41.79 -52.9 -23.11 83.88
70.2 -89.52 -74.01 -84.56 -16.82 236.27 -93.87 99.34 -68.94 -5.81 23.53
-73.3 -70.46 -44.4 -6.93 37.29 14.56 -21.28 68.07 -146.84 -36.61 112.68
-79.04 -58.62 16.5 -56.14 60.6 47.39 -18.07 60.98 -51.24 -77.42 81.61
-55.61 -166.1 27.59 67.73 33.12 82 -27.44 64.64 -32.31 -71.43 25.48
-56.56 -116.42 12.49 -20.11 32.38 73 27.01 95.3 6.45 -26.09 72
-72.11 8.32 -8.31 78.65 37.67 50 22.38 141.92 -28.56 -22.79 19
-120.21 -100.59 -29.68 11.64 26.79 28 48.29 -44.69 -19.52 -19.56 26.43
-215.3 -69.2 -51.77 -33.67 -22.63 95.97 -3.81 4.74 -132.96 -35.09 -4.21
-332.24 -39.67 -73.59 -53.14 -47.39 -10.96 -75.9 11.3 -336.72 -24.13 -40.31
-117.81 -28.62 -100.95 -95.96 -14.13 70.02 -86.45 -60.36 -361.21 -12.25 -8.26
230.24 -38.61 -124.18 -105.85 9.2 -58.8 -112.28 -65.73 -65.82 -19.24 44.8
